timestamp_iso,timestamp,soil_raw,rain_raw,soil_pct,rain_pct,soil_smoothed,rain_smoothed,soil_status,rain_status,soil_trend,rain_trend,alerts
2026-04-26T08:03:42.421493+00:00,1777190622.421493,567,774,15.59,30.13,15.59,30.13,dry,light,stable,stable,TOO_DRY
2026-04-26T08:03:44.459553+00:00,1777190624.459553,567,753,15.59,32.93,15.59,31.53,dry,light,stable,stable,TOO_DRY
2026-04-26T08:03:46.490942+00:00,1777190626.4909418,567,847,15.59,20.4,15.59,27.82,dry,light,stable,stable,TOO_DRY
2026-04-26T08:03:48.436684+00:00,1777190628.436684,566,853,15.88,19.6,15.66,25.77,dry,light,stable,falling,TOO_DRY
2026-04-26T08:03:50.483306+00:00,1777190630.483306,419,850,59.12,20.0,24.35,24.61,dry,light,rising,falling,TOO_DRY
2026-04-26T08:03:52.428603+00:00,1777190632.428603,566,853,15.88,19.6,22.94,23.78,dry,light,rising,falling,TOO_DRY
2026-04-26T08:03:54.495614+00:00,1777190634.4956138,551,847,20.29,20.4,22.56,23.29,dry,light,rising,falling,TOO_DRY
2026-04-26T08:03:56.427795+00:00,1777190636.427795,558,836,18.24,21.87,22.02,23.12,dry,light,rising,falling,TOO_DRY
2026-04-26T08:03:58.497982+00:00,1777190638.4979815,564,836,16.47,21.87,22.13,22.08,dry,light,falling,stable,TOO_DRY
2026-04-26T08:04:00.419016+00:00,1777190640.4190161,523,840,28.53,21.33,23.75,20.63,dry,light,falling,stable,TOO_DRY
2026-04-26T08:04:02.432720+00:00,1777190642.4327197,512,840,31.76,21.33,25.77,20.75,low,light,falling,stable,
2026-04-26T08:04:04.411134+00:00,1777190644.4111342,520,843,29.41,20.93,27.46,20.92,low,light,stable,stable,
2026-04-26T08:04:06.458769+00:00,1777190646.4587686,505,837,33.82,21.73,24.3,21.13,dry,light,rising,stable,TOO_DRY
2026-04-26T08:04:08.492002+00:00,1777190648.4920022,323,840,87.35,21.33,33.23,21.35,low,light,rising,stable,
2026-04-26T08:04:10.452585+00:00,1777190650.4525855,319,862,88.53,18.4,41.76,21.1,low,light,rising,stable,
2026-04-26T08:04:12.911713+00:00,1777190652.9117131,319,849,88.53,20.13,50.55,20.88,optimal,light,rising,stable,
2026-04-26T08:04:14.774999+00:00,1777190654.7749994,317,822,89.12,23.73,59.63,21.11,optimal,light,rising,stable,
2026-04-26T08:04:17.132463+00:00,1777190657.1324625,331,830,85.0,22.67,66.69,21.28,optimal,light,rising,stable,
2026-04-26T08:04:19.131132+00:00,1777190659.131132,331,820,85.0,24.0,73.34,21.61,optimal,light,rising,stable,
2026-04-26T08:04:21.204049+00:00,1777190661.2040489,318,858,88.82,18.93,80.77,21.36,wet,light,rising,stable,
2026-04-26T08:04:23.031237+00:00,1777190663.0312371,322,858,87.65,18.93,87.5,21.02,wet,light,stable,stable,TOO_WET
2026-04-26T08:04:25.197408+00:00,1777190665.197408,324,858,87.06,18.93,87.46,20.71,wet,light,stable,stable,TOO_WET
2026-04-26T08:04:26.528689+00:00,1777190666.5286894,325,858,86.76,18.93,87.24,20.78,wet,light,stable,falling,TOO_WET
2026-04-26T08:04:28.740419+00:00,1777190668.7404187,324,858,87.06,18.93,87.06,20.63,wet,light,stable,falling,TOO_WET
2026-04-26T08:04:30.419622+00:00,1777190670.4196224,325,858,86.76,18.93,86.76,20.03,wet,light,stable,stable,TOO_WET
2026-04-26T08:04:32.467681+00:00,1777190672.4676812,323,858,87.35,18.93,87.06,19.56,wet,light,stable,stable,TOO_WET
2026-04-26T08:04:34.618171+00:00,1777190674.618171,327,857,86.18,19.07,87.2,18.95,wet,light,stable,stable,TOO_WET
2026-04-26T08:04:36.973455+00:00,1777190676.9734552,324,857,87.06,19.07,86.98,18.96,wet,light,stable,stable,TOO_WET
2026-04-26T08:04:38.465546+00:00,1777190678.465546,290,852,97.06,19.73,88.16,19.07,wet,light,stable,stable,TOO_WET
2026-04-26T08:04:40.754106+00:00,1777190680.7541058,530,854,26.47,19.47,80.59,19.13,wet,light,falling,stable,
2026-04-26T08:04:43.176080+00:00,1777190683.17608,549,860,20.88,18.67,72.35,19.1,optimal,light,falling,stable,
2026-04-26T08:04:44.566197+00:00,1777190684.5661974,554,861,19.41,18.53,63.9,19.05,optimal,light,falling,stable,
2026-04-26T08:04:46.602032+00:00,1777190686.6020317,561,866,17.35,17.87,55.22,18.92,optimal,light,falling,stable,
2026-04-26T08:04:48.442286+00:00,1777190688.4422855,564,867,16.47,17.73,46.36,18.77,optimal,light,falling,stable,
2026-04-26T08:04:50.490671+00:00,1777190690.490671,566,869,15.88,17.47,37.57,18.57,low,light,falling,stable,
2026-04-26T08:04:52.436638+00:00,1777190692.4366376,566,877,15.88,16.4,28.68,18.23,low,light,falling,stable,
2026-04-26T08:04:54.588773+00:00,1777190694.5887728,567,879,15.59,16.13,18.49,17.78,dry,light,falling,stable,TOO_DRY
2026-04-26T08:04:56.532105+00:00,1777190696.5321047,567,880,15.59,16.0,17.13,17.35,dry,light,stable,stable,TOO_DRY
2026-04-26T08:04:58.477922+00:00,1777190698.4779222,567,880,15.59,16.0,16.47,17.02,dry,light,stable,stable,TOO_DRY
2026-04-26T08:05:00.527035+00:00,1777190700.5270345,567,879,15.59,16.13,15.99,16.72,dry,light,stable,stable,TOO_DRY
2026-04-26T08:05:02.478613+00:00,1777190702.4786131,567,880,15.59,16.0,15.77,16.48,dry,light,stable,stable,TOO_DRY
2026-04-26T08:05:04.598181+00:00,1777190704.5981815,567,879,15.59,16.13,15.66,16.28,dry,light,stable,stable,TOO_DRY
2026-04-26T08:05:06.551222+00:00,1777190706.5512216,567,880,15.59,16.0,15.63,16.1,dry,light,stable,stable,TOO_DRY
2026-04-26T08:05:08.462408+00:00,1777190708.4624083,567,878,15.59,16.27,15.59,16.08,dry,light,stable,stable,TOO_DRY
2026-04-26T08:05:10.458823+00:00,1777190710.4588232,566,862,15.88,18.4,15.63,16.37,dry,light,stable,stable,TOO_DRY
2026-04-26T08:05:12.501716+00:00,1777190712.5017157,566,872,15.88,17.07,15.66,16.5,dry,light,stable,stable,TOO_DRY
2026-04-26T08:05:14.554793+00:00,1777190714.5547934,565,873,16.18,16.93,15.74,16.62,dry,light,stable,stable,TOO_DRY
2026-04-26T08:05:16.500896+00:00,1777190716.500896,565,863,16.18,18.27,15.81,16.88,dry,light,stable,stable,TOO_DRY
2026-04-26T08:05:18.557921+00:00,1777190718.5579212,565,858,16.18,18.93,15.88,17.25,dry,light,stable,stable,TOO_DRY
2026-04-26T08:05:20.494431+00:00,1777190720.4944308,565,861,16.18,18.53,15.96,17.55,dry,light,stable,stable,TOO_DRY
2026-04-26T08:05:22.543055+00:00,1777190722.5430546,565,862,16.18,18.4,16.03,17.85,dry,light,stable,stable,TOO_DRY
2026-04-26T08:05:24.488479+00:00,1777190724.4884787,565,863,16.18,18.27,16.11,18.1,dry,light,stable,stable,TOO_DRY
2026-04-26T08:05:26.470045+00:00,1777190726.4700446,564,869,16.47,17.47,16.18,17.98,dry,light,stable,stable,TOO_DRY
2026-04-26T08:05:28.586223+00:00,1777190728.5862226,564,868,16.47,17.6,16.25,18.05,dry,light,stable,stable,TOO_DRY
2026-04-26T08:05:30.530199+00:00,1777190730.5301986,564,866,16.47,17.87,16.29,18.17,dry,light,stable,stable,TOO_DRY
2026-04-26T08:05:32.578785+00:00,1777190732.5787852,564,865,16.47,18.0,16.32,18.13,dry,light,stable,stable,TOO_DRY
2026-04-26T08:05:34.523298+00:00,1777190734.5232978,564,866,16.47,17.87,16.36,18.0,dry,light,stable,stable,TOO_DRY
2026-04-26T08:05:36.571436+00:00,1777190736.5714364,564,866,16.47,17.87,16.4,17.92,dry,light,stable,stable,TOO_DRY
2026-04-26T08:05:38.825855+00:00,1777190738.8258553,564,866,16.47,17.87,16.43,17.85,dry,light,stable,stable,TOO_DRY
2026-04-26T08:05:40.463489+00:00,1777190740.4634893,564,866,16.47,17.87,16.47,17.8,dry,light,stable,stable,TOO_DRY
2026-04-26T08:05:42.485599+00:00,1777190742.485599,564,866,16.47,17.87,16.47,17.85,dry,light,stable,stable,TOO_DRY
